x	y	z	rad	rnd	nam
11250	6952	128410	100	-360	plant_bigtree_01.ldr
107550	2016	158430	100	90	plant_bigtree_01.ldr
8350	960	96170	100	0	plant_bigtree_01.ldr
163470	6648	101890	100	-180	plant_bigtree_01.ldr
131190	3224	152010	100	0	plant_bigtree_01.ldr
38290	4864	44330	100	-270	plant_bigtree_01.ldr
103250	1152	210	100	0	plant_bigtree_01.ldr
81050	1192	56210	100	-180	plant_bigtree_01.ldr
46650	4624	18830	100	90	plant_bigtree_01.ldr
67070	7400	122110	100	-180	plant_bigtree_01.ldr
69850	2648	40210	100	0	plant_bigtree_01.ldr
92790	0	123530	100	-90	plant_bigtree_01.ldr
140230	960	57190	100	-180	plant_bigtree_01.ldr
163050	6816	104490	100	0	plant_bigtree_01.ldr
19070	5208	123810	100	180	plant_bigtree_01.ldr
111910	0	122130	100	-90	plant_bigtree_01.ldr
107030	0	118390	100	180	plant_bigtree_01.ldr
95830	0	123350	100	180	plant_bigtree_01.ldr
152850	1240	136850	100	0	plant_bigtree_01.ldr
1990	1080	23850	100	180	plant_bigtree_01.ldr
34950	5168	41150	100	-90	plant_bigtree_01.ldr
20550	2936	34450	100	-90	plant_bigtree_01.ldr
107650	3352	152230	100	-90	plant_bigtree_01.ldr
113330	6144	145850	100	-360	plant_bigtree_01.ldr
5430	1776	31490	100	-180	plant_bigtree_01.ldr
131770	960	11830	100	90	plant_bigtree_01.ldr
21050	2896	35830	100	0	plant_bigtree_01.ldr
101690	0	117970	100	-270	plant_bigtree_01.ldr
71530	8592	128550	100	90	plant_bigtree_01.ldr
88550	9808	116390	100	-90	plant_bigtree_01.ldr
111730	960	56990	100	90	plant_bigtree_01.ldr
140950	4560	125110	100	90	plant_bigtree_01.ldr
35290	4584	142230	100	270	plant_bigtree_01.ldr
39550	5432	41730	100	-90	plant_bigtree_01.ldr
160250	2080	160870	100	90	plant_bigtree_01.ldr
126230	960	55630	100	90	plant_bigtree_01.ldr
155730	4616	115770	100	90	plant_bigtree_01.ldr
84470	3632	104650	100	270	plant_bigtree_01.ldr
28870	6048	131690	100	180	plant_bigtree_01.ldr
108270	4592	104330	100	-90	plant_bigtree_01.ldr
26190	6496	152190	100	0	plant_bigtree_01.ldr
114930	0	119610	100	-90	plant_bigtree_01.ldr
61250	960	77270	100	-180	plant_bigtree_01.ldr
87230	0	123750	100	-270	plant_bigtree_01.ldr
47670	5616	24070	100	90	plant_bigtree_01.ldr
144350	960	84750	100	0	plant_bigtree_01.ldr
135730	960	34150	100	-270	plant_bigtree_01.ldr
136090	3968	140610	100	-270	plant_bigtree_01.ldr
148310	2824	105490	100	270	plant_bigtree_01.ldr
17690	8064	132490	100	180	plant_bigtree_01.ldr
78470	5856	111950	100	90	plant_bigtree_01.ldr
92690	960	21190	100	0	plant_bigtree_01.ldr
35970	5392	40530	100	-90	plant_bigtree_01.ldr
122490	0	127090	100	-180	plant_bigtree_01.ldr
92930	1168	150390	100	-180	plant_bigtree_01.ldr
47090	960	78370	100	-90	plant_bigtree_01.ldr
137790	960	5310	100	-180	plant_bigtree_01.ldr
26810	4424	28230	100	0	plant_bigtree_01.ldr
118790	0	123430	100	90	plant_bigtree_01.ldr
90750	960	163670	100	0	plant_bigtree_01.ldr
102050	0	131830	100	90	plant_bigtree_01.ldr
43810	3216	52810	100	-180	plant_bigtree_01.ldr
61150	5144	121890	100	0	plant_bigtree_01.ldr
129650	4720	115470	100	-90	plant_bigtree_01.ldr
84790	0	118530	100	0	plant_bigtree_01.ldr
35990	4920	163830	100	-90	plant_bigtree_01.ldr
70330	6440	117010	100	0	plant_bigtree_01.ldr
69310	8416	126790	100	0	plant_bigtree_01.ldr
59850	3456	115770	100	-90	plant_bigtree_01.ldr
159110	960	39490	100	-270	plant_bigtree_01.ldr
26850	4000	24350	100	0	plant_bigtree_01.ldr
137130	5256	127810	100	180	plant_bigtree_01.ldr
74630	8752	129910	100	-180	plant_bigtree_01.ldr
13370	960	93930	100	90	plant_bigtree_01.ldr
93530	960	17910	100	-90	plant_bigtree_01.ldr
29190	5088	160050	100	-180	plant_bigtree_01.ldr
29830	960	86210	100	90	plant_bigtree_01.ldr
24470	3968	31290	100	-270	plant_bigtree_01.ldr
118050	8792	138570	100	0	plant_bigtree_01.ldr
88510	9928	116790	100	-90	plant_bigtree_01.ldr
161490	6128	103230	100	180	plant_bigtree_01.ldr
113470	0	134550	100	-180	plant_bigtree_01.ldr
23870	4968	157250	100	90	plant_bigtree_01.ldr
95950	960	18510	100	-90	plant_bigtree_01.ldr
24490	6600	150930	100	90	plant_bigtree_01.ldr
116670	960	18050	100	-270	plant_bigtree_01.ldr
129290	7352	131110	100	180	plant_bigtree_01.ldr
55950	1456	155710	100	-180	plant_bigtree_01.ldr
38930	4944	160990	100	180	plant_bigtree_01.ldr
47250	4456	18510	100	0	plant_bigtree_01.ldr
101410	5288	142630	100	270	plant_bigtree_01.ldr
93070	2608	100250	100	90	plant_bigtree_01.ldr
16190	960	7430	100	-270	plant_bigtree_01.ldr
132550	2040	107290	100	90	plant_bigtree_01.ldr
127570	6584	119710	100	0	plant_bigtree_01.ldr
104670	4288	103330	100	-180	plant_bigtree_01.ldr
108050	3184	153230	100	0	plant_bigtree_01.ldr
116650	6592	145310	100	-90	plant_bigtree_01.ldr
75050	8040	131350	100	-180	plant_bigtree_01.ldr
46650	5776	32970	100	270	plant_bigtree_01.ldr
8270	6504	128350	100	90	plant_bigtree_01.ldr
157930	5024	115550	100	-180	plant_bigtree_01.ldr
120150	960	34710	100	-360	plant_bigtree_01.ldr
52590	3344	51050	100	-90	plant_bigtree_01.ldr
160730	2104	162570	100	270	plant_bigtree_01.ldr
106450	0	128270	100	-90	plant_bigtree_01.ldr
156550	2416	123470	100	90	plant_bigtree_01.ldr
152250	2760	126150	100	-270	plant_bigtree_01.ldr
60150	4088	118050	100	-270	plant_bigtree_01.ldr
99850	960	73810	100	180	plant_bigtree_01.ldr
86990	960	70610	100	270	plant_bigtree_01.ldr
102390	8160	111370	100	-90	plant_bigtree_01.ldr
72390	4920	112730	100	-90	plant_bigtree_01.ldr
116510	8776	138850	100	-90	plant_bigtree_01.ldr
89930	0	129370	100	-90	plant_bigtree_01.ldr
73590	1496	49250	100	-90	plant_bigtree_01.ldr
122670	9552	123250	100	180	plant_bigtree_01.ldr
95330	0	131110	100	-180	plant_bigtree_01.ldr
118510	7152	143050	100	0	plant_bigtree_01.ldr
54570	4296	38110	100	-90	plant_bigtree_01.ldr
130370	960	27450	100	-90	plant_bigtree_01.ldr
8790	2304	114490	100	0	plant_bigtree_01.ldr
53590	960	108470	100	0	plant_bigtree_01.ldr
67810	2704	43870	100	90	plant_bigtree_01.ldr
30410	5624	132870	100	180	plant_bigtree_01.ldr
37510	4760	148110	100	90	plant_bigtree_01.ldr
138390	960	10330	100	-90	plant_bigtree_01.ldr
163350	6192	112290	100	0	plant_bigtree_01.ldr
26050	3832	163630	100	-90	plant_bigtree_01.ldr
143670	3136	133370	100	-180	plant_bigtree_01.ldr
3190	5096	125190	100	-90	plant_bigtree_01.ldr
86390	3264	140390	100	-90	plant_bigtree_01.ldr
157450	960	63150	100	0	plant_bigtree_01.ldr
22330	1296	13430	100	180	plant_bigtree_01.ldr
51070	968	146670	100	-90	plant_bigtree_01.ldr
112430	0	120430	100	180	plant_bigtree_01.ldr
39090	960	91550	100	-180	plant_bigtree_01.ldr
149770	3864	109610	100	180	plant_bigtree_01.ldr
26470	2928	18670	100	180	plant_bigtree_01.ldr
132570	1272	68670	100	0	plant_bigtree_01.ldr
93670	960	44310	100	-90	plant_bigtree_01.ldr
53090	4720	22890	100	0	plant_bigtree_01.ldr
133270	5360	136450	100	-90	plant_bigtree_01.ldr
22750	3504	162030	100	90	plant_bigtree_01.ldr
10070	6328	126530	100	90	plant_bigtree_01.ldr
103950	0	124810	100	0	plant_bigtree_01.ldr
126790	960	1630	100	-180	plant_bigtree_01.ldr
129810	4976	142870	100	360	plant_bigtree_01.ldr
33330	3456	16590	100	90	plant_bigtree_01.ldr
66010	4480	134790	100	90	plant_bigtree_01.ldr
121670	7128	115730	100	0	plant_bigtree_01.ldr
10730	3040	148110	100	180	plant_bigtree_01.ldr
50850	1392	150090	100	90	plant_bigtree_01.ldr
35130	4376	136130	100	0	plant_bigtree_01.ldr
4750	4120	137350	100	-270	plant_bigtree_01.ldr
64930	960	94390	100	180	plant_bigtree_01.ldr
14990	552	76030	100	-180	plant_bigtree_01.ldr
84290	8976	114870	100	90	plant_bigtree_01.ldr
29490	6960	148930	100	0	plant_bigtree_01.ldr
102670	0	125150	100	180	plant_bigtree_01.ldr
86790	960	78450	100	-90	plant_bigtree_01.ldr
132030	3328	112070	100	-180	plant_bigtree_01.ldr
116870	2928	104370	100	-90	plant_bigtree_01.ldr
58990	960	101410	100	180	plant_bigtree_01.ldr
118790	0	130150	100	90	plant_bigtree_01.ldr
81850	960	27070	100	0	plant_bigtree_01.ldr
77190	9800	120630	100	-180	plant_bigtree_01.ldr
71430	9064	126010	100	0	plant_bigtree_01.ldr
22770	7944	142570	100	90	plant_bigtree_01.ldr
155110	960	58010	100	270	plant_bigtree_01.ldr
21590	6208	126790	100	0	plant_bigtree_01.ldr
4510	1400	151470	100	-180	plant_bigtree_01.ldr
116470	5784	147770	100	-90	plant_bigtree_01.ldr
72130	496	91890	100	270	plant_bigtree_01.ldr
59750	1112	153210	100	0	plant_bigtree_01.ldr
10050	960	11630	100	-90	plant_bigtree_01.ldr
48590	3408	14470	100	-90	plant_bigtree_01.ldr
79430	1112	58390	100	-90	plant_bigtree_01.ldr
18330	8064	137170	100	270	plant_bigtree_01.ldr
79730	1200	147070	100	180	plant_bigtree_01.ldr
75130	960	77150	100	-90	plant_bigtree_01.ldr
28890	6520	136670	100	-270	plant_bigtree_01.ldr
132510	4848	140510	100	0	plant_bigtree_01.ldr
36290	5168	159970	100	-270	plant_bigtree_01.ldr
64050	3160	44510	100	0	plant_bigtree_01.ldr
99850	960	161890	100	0	plant_bigtree_01.ldr
131190	960	86150	100	90	plant_bigtree_01.ldr
90330	960	159510	100	-180	plant_bigtree_01.ldr
111350	0	133510	100	-90	plant_bigtree_01.ldr
72110	1488	50670	100	90	plant_bigtree_01.ldr
25630	7976	139970	100	0	plant_bigtree_01.ldr
157670	1584	128270	100	270	plant_bigtree_01.ldr
138530	960	97850	100	180	plant_bigtree_01.ldr
9330	960	77290	100	0	plant_bigtree_01.ldr
81710	0	122710	100	0	plant_bigtree_01.ldr
22310	960	104950	100	90	plant_bigtree_01.ldr
108970	960	36550	100	0	plant_bigtree_01.ldr
104530	1392	95350	100	0	plant_bigtree_01.ldr
89530	960	93870	100	0	plant_bigtree_01.ldr
38350	6144	26990	100	90	plant_bigtree_01.ldr
91490	7288	109510	100	0	plant_bigtree_01.ldr
160190	5904	105430	100	-180	plant_bigtree_01.ldr
32150	960	63510	100	270	plant_bigtree_01.ldr
153010	4456	107490	100	180	plant_bigtree_01.ldr
158610	4864	99730	100	90	plant_bigtree_01.ldr
98710	0	128330	100	-180	plant_bigtree_01.ldr
89030	960	58750	100	-360	plant_bigtree_01.ldr
37530	5464	40910	100	180	plant_bigtree_01.ldr
31210	6624	149650	100	180	plant_bigtree_01.ldr
24330	960	84570	100	0	plant_bigtree_01.ldr
148710	3400	126730	100	90	plant_bigtree_01.ldr
18690	8144	137050	100	0	plant_bigtree_01.ldr
62730	968	67810	100	-180	plant_bigtree_01.ldr
6550	960	57310	100	90	plant_bigtree_01.ldr
22310	1720	15810	100	90	plant_bigtree_01.ldr
22370	960	81230	100	90	plant_bigtree_01.ldr
43190	960	107510	100	0	plant_bigtree_01.ldr
146010	1968	138890	100	90	plant_bigtree_01.ldr
87630	8736	113430	100	270	plant_bigtree_01.ldr
110410	3560	153410	100	-180	plant_bigtree_01.ldr
8290	960	99170	100	0	plant_bigtree_01.ldr
102110	960	68870	100	-90	plant_bigtree_01.ldr
98850	960	65130	100	0	plant_bigtree_01.ldr
137290	960	24710	100	180	plant_bigtree_01.ldr
49210	1056	146890	100	90	plant_bigtree_01.ldr
40150	4656	155630	100	0	plant_bigtree_01.ldr
120090	960	88810	100	0	plant_bigtree_01.ldr
91970	960	67110	100	90	plant_bigtree_01.ldr
143690	1640	103150	100	-270	plant_bigtree_01.ldr
138130	960	7470	100	-180	plant_bigtree_01.ldr
110370	960	82370	100	0	plant_bigtree_01.ldr
75830	0	124330	100	0	plant_bigtree_01.ldr
144010	4144	122390	100	-180	plant_bigtree_01.ldr
75870	0	123570	100	0	plant_bigtree_01.ldr
95390	960	159490	100	-90	plant_bigtree_01.ldr
78050	9752	127950	100	-90	plant_bigtree_01.ldr
85310	0	122670	100	180	plant_bigtree_01.ldr
106330	4808	104570	100	-90	plant_bigtree_01.ldr
89850	0	124610	100	-180	plant_bigtree_01.ldr
89170	960	154190	100	180	plant_bigtree_01.ldr
128790	4904	115290	100	0	plant_bigtree_01.ldr
10310	1344	23070	100	90	plant_bigtree_01.ldr
89310	1672	146370	100	0	plant_bigtree_01.ldr
156930	1472	159110	100	0	plant_bigtree_01.ldr
115890	0	120570	100	-90	plant_bigtree_01.ldr
105550	3064	151550	100	90	plant_bigtree_01.ldr
69310	4712	113570	100	-180	plant_bigtree_01.ldr
60410	4944	124690	100	-180	plant_bigtree_01.ldr
111670	0	125870	100	0	plant_bigtree_01.ldr
140130	960	87430	100	90	plant_bigtree_01.ldr
68610	2584	142490	100	-180	plant_bigtree_01.ldr
18530	7504	129470	100	-180	plant_bigtree_01.ldr
114030	960	30670	100	90	plant_bigtree_01.ldr
99110	9032	113630	100	-90	plant_bigtree_01.ldr
91330	960	72990	100	0	plant_bigtree_01.ldr
39290	4904	161630	100	90	plant_bigtree_01.ldr
93330	0	119770	100	-90	plant_bigtree_01.ldr
107250	1720	159810	100	0	plant_bigtree_01.ldr
104410	0	126890	100	90	plant_bigtree_01.ldr
91710	960	64890	100	0	plant_bigtree_01.ldr
33970	960	73170	100	-180	plant_bigtree_01.ldr
78830	960	77730	100	-270	plant_bigtree_01.ldr
14410	7400	136150	100	0	plant_bigtree_01.ldr
43150	2744	10630	100	180	plant_bigtree_01.ldr
41250	3552	14090	100	-180	plant_bigtree_01.ldr
128970	5416	141650	100	180	plant_bigtree_01.ldr
108470	0	135050	100	0	plant_bigtree_01.ldr
112510	960	80570	100	0	plant_bigtree_01.ldr
90350	8232	111790	100	0	plant_bigtree_01.ldr
158530	4512	117050	100	180	plant_bigtree_01.ldr
21130	2192	18870	100	90	plant_bigtree_01.ldr
37530	4888	148530	100	90	plant_bigtree_01.ldr
29470	3216	124250	100	-270	plant_bigtree_01.ldr
35750	4216	137030	100	0	plant_bigtree_01.ldr
78050	1704	144970	100	90	plant_bigtree_01.ldr
92630	0	129470	100	180	plant_bigtree_01.ldr
79350	0	126210	100	90	plant_bigtree_01.ldr
49450	1112	129210	100	-180	plant_bigtree_01.ldr
115370	0	129830	100	180	plant_bigtree_01.ldr
41670	5280	20130	100	-90	plant_bigtree_01.ldr
98990	0	127090	100	180	plant_bigtree_01.ldr
23090	960	58630	100	-180	plant_bigtree_01.ldr
22670	6464	127790	100	-180	plant_bigtree_01.ldr
51310	1472	151090	100	-90	plant_bigtree_01.ldr
113630	9840	117670	100	-90	plant_bigtree_01.ldr
20850	3048	25110	100	-90	plant_bigtree_01.ldr
146350	960	73550	100	-180	plant_bigtree_01.ldr
36930	6008	35930	100	-180	plant_bigtree_01.ldr
109910	0	128710	100	-180	plant_bigtree_01.ldr
74110	6536	115410	100	90	plant_bigtree_01.ldr
112690	6760	110590	100	90	plant_bigtree_01.ldr
33550	2640	49970	100	90	plant_bigtree_01.ldr
69030	1480	22510	100	-180	plant_bigtree_01.ldr
103570	960	57350	100	-180	plant_bigtree_01.ldr
108330	960	46410	100	0	plant_bigtree_01.ldr
55090	960	105310	100	180	plant_bigtree_01.ldr
75870	9304	128790	100	0	plant_bigtree_01.ldr
103090	0	130690	100	90	plant_bigtree_01.ldr
152270	2712	126810	100	-90	plant_bigtree_01.ldr
40510	5640	22190	100	180	plant_bigtree_01.ldr
124930	9256	128270	100	-180	plant_bigtree_01.ldr
104330	0	129770	100	-270	plant_bigtree_01.ldr
118490	8992	137930	100	-90	plant_bigtree_01.ldr
107190	0	122450	100	90	plant_bigtree_01.ldr
122190	8008	118210	100	0	plant_bigtree_01.ldr
14770	1160	16070	100	0	plant_bigtree_01.ldr
118610	3152	157810	100	90	plant_bigtree_01.ldr
2590	960	52350	100	-90	plant_bigtree_01.ldr
113770	0	119410	100	-180	plant_bigtree_01.ldr
52550	3888	43330	100	-90	plant_bigtree_01.ldr
154330	1144	136310	100	0	plant_bigtree_01.ldr
19850	7640	130210	100	90	plant_bigtree_01.ldr
84610	9048	114890	100	0	plant_bigtree_01.ldr
27090	5520	128270	100	180	plant_bigtree_01.ldr
85290	0	119410	100	-90	plant_bigtree_01.ldr
116750	0	120570	100	90	plant_bigtree_01.ldr
120910	0	127190	100	-90	plant_bigtree_01.ldr
91730	0	121490	100	180	plant_bigtree_01.ldr
48230	5904	28610	100	-90	plant_bigtree_01.ldr
107570	0	130110	100	90	plant_bigtree_01.ldr
10130	5392	123630	100	0	plant_bigtree_01.ldr
50370	3592	47990	100	90	plant_bigtree_01.ldr
71910	8488	121090	100	-180	plant_bigtree_01.ldr
58570	960	92930	100	-90	plant_bigtree_01.ldr
80450	976	33670	100	0	plant_bigtree_01.ldr
24330	3928	31510	100	-90	plant_bigtree_01.ldr
106130	1808	158190	100	0	plant_bigtree_01.ldr
62430	960	158930	100	180	plant_bigtree_01.ldr
110190	8232	113850	100	-90	plant_bigtree_01.ldr
38530	2512	10630	100	-180	plant_bigtree_01.ldr
105970	9200	115150	100	-90	plant_bigtree_01.ldr
145950	960	73250	100	0	plant_bigtree_01.ldr
31590	5536	27830	100	-90	plant_bigtree_01.ldr
38770	3968	146850	100	90	plant_bigtree_01.ldr
116390	1280	98050	100	0	plant_bigtree_01.ldr
13850	4200	146810	100	90	plant_bigtree_01.ldr
37190	5872	24430	100	270	plant_bigtree_01.ldr
66670	1920	144910	100	0	plant_bigtree_01.ldr
67970	2688	43750	100	270	plant_bigtree_01.ldr
26130	3840	24010	100	90	plant_bigtree_01.ldr
84070	960	9390	100	0	plant_bigtree_01.ldr
87630	960	20650	100	180	plant_bigtree_01.ldr
100610	0	129410	100	270	plant_bigtree_01.ldr
130590	6960	130530	100	-90	plant_bigtree_01.ldr
35930	4992	20770	100	-90	plant_bigtree_01.ldr
23190	3736	161510	100	0	plant_bigtree_01.ldr
12850	6056	139350	100	90	plant_bigtree_01.ldr
91050	960	160910	100	0	plant_bigtree_01.ldr
151170	4104	114150	100	-180	plant_bigtree_01.ldr
62790	5640	128350	100	-90	plant_bigtree_01.ldr
43590	6176	28030	100	0	plant_bigtree_01.ldr
95470	9960	116770	100	-90	plant_bigtree_01.ldr
46410	968	118090	100	-270	plant_bigtree_01.ldr
154130	4416	105350	100	90	plant_bigtree_01.ldr
110550	8488	114710	100	0	plant_bigtree_01.ldr
85270	8760	113990	100	90	plant_bigtree_01.ldr
29890	4472	23190	100	90	plant_bigtree_01.ldr
158450	1240	148470	100	-90	plant_bigtree_01.ldr
100770	1392	95670	100	90	plant_bigtree_01.ldr
91050	0	122790	100	90	plant_bigtree_01.ldr
71310	3176	140670	100	-180	plant_bigtree_01.ldr
75270	8728	130010	100	-90	plant_bigtree_01.ldr
106050	0	135410	100	180	plant_bigtree_01.ldr
79850	1248	56190	100	90	plant_bigtree_01.ldr
15470	4360	149750	100	90	plant_bigtree_01.ldr
104710	0	123650	100	180	plant_bigtree_01.ldr
125430	7896	135610	100	90	plant_bigtree_01.ldr
155210	960	1510	100	-180	plant_bigtree_01.ldr
150310	960	81690	100	0	plant_bigtree_01.ldr
17850	8152	135650	100	90	plant_bigtree_01.ldr
18910	7072	144110	100	90	plant_bigtree_01.ldr
150910	960	53030	100	-180	plant_bigtree_01.ldr
34610	3864	131410	100	180	plant_bigtree_01.ldr
116210	0	119410	100	-90	plant_bigtree_01.ldr
118890	0	134350	100	0	plant_bigtree_01.ldr
150490	960	146550	100	0	plant_bigtree_01.ldr
50490	5584	29290	100	270	plant_bigtree_01.ldr
76130	0	124010	100	0	plant_bigtree_01.ldr
153310	3064	98890	100	0	plant_bigtree_01.ldr
118490	5512	148030	100	90	plant_bigtree_01.ldr
90570	0	120510	100	-90	plant_bigtree_01.ldr
34810	960	118850	100	-180	plant_bigtree_01.ldr
90530	960	1850	100	90	plant_bigtree_01.ldr
112770	960	83950	100	180	plant_bigtree_01.ldr
110510	960	17790	100	0	plant_bigtree_01.ldr
95410	0	130570	100	0	plant_bigtree_01.ldr
100530	9784	116110	100	0	plant_bigtree_01.ldr
160850	1048	81530	100	180	plant_bigtree_01.ldr
162530	2800	157070	100	90	plant_bigtree_01.ldr
55950	3400	47410	100	-270	plant_bigtree_01.ldr
122190	9456	133710	100	0	plant_bigtree_01.ldr
106830	7520	110990	100	-180	plant_bigtree_01.ldr
95510	0	117710	100	0	plant_bigtree_01.ldr
97150	9256	114270	100	180	plant_bigtree_01.ldr
101050	8808	136710	100	0	plant_bigtree_01.ldr
33950	960	118730	100	90	plant_bigtree_01.ldr
42250	1696	59370	100	0	plant_bigtree_01.ldr
107270	8120	112610	100	0	plant_bigtree_01.ldr
96590	0	122790	100	-90	plant_bigtree_01.ldr
80890	968	149010	100	0	plant_bigtree_01.ldr
76670	9680	120570	100	0	plant_bigtree_01.ldr
88050	8488	112690	100	90	plant_bigtree_01.ldr
78110	9296	129410	100	-180	plant_bigtree_01.ldr
33210	5080	160970	100	0	plant_bigtree_01.ldr
24190	960	3770	100	-90	plant_bigtree_01.ldr
115930	3400	156350	100	90	plant_bigtree_01.ldr
106490	9288	137170	100	180	plant_bigtree_01.ldr
135010	960	96050	100	0	plant_bigtree_01.ldr
122250	5704	113390	100	180	plant_bigtree_01.ldr
24710	7168	130970	100	0	plant_bigtree_01.ldr
150050	960	49030	100	90	plant_bigtree_01.ldr
10770	6432	136150	100	90	plant_bigtree_01.ldr
62990	3800	133470	100	-270	plant_bigtree_01.ldr
81590	960	33150	100	-270	plant_bigtree_01.ldr
5450	1664	30130	100	0	plant_bigtree_01.ldr
143010	960	77010	100	-180	plant_bigtree_01.ldr
51150	2952	13050	100	-270	plant_bigtree_01.ldr
117510	0	133370	100	0	plant_bigtree_01.ldr
163730	7056	105010	100	0	plant_bigtree_01.ldr
6310	4736	122210	100	-90	plant_bigtree_01.ldr
57050	960	98430	100	180	plant_bigtree_01.ldr
45190	1192	129830	100	-90	plant_bigtree_01.ldr
111690	5048	148590	100	180	plant_bigtree_01.ldr
101070	0	123190	100	0	plant_bigtree_01.ldr
105370	0	130130	100	180	plant_bigtree_01.ldr
122590	0	126430	100	-180	plant_bigtree_01.ldr
47530	2376	58590	100	180	plant_bigtree_01.ldr
92630	960	153090	100	-90	plant_bigtree_01.ldr
46790	2760	154270	100	-270	plant_bigtree_01.ldr
114930	0	135490	100	180	plant_bigtree_01.ldr
113810	0	126790	100	-180	plant_bigtree_01.ldr
54210	1920	127890	100	-180	plant_bigtree_01.ldr
90670	4720	139070	100	180	plant_bigtree_01.ldr
141230	1064	75990	100	-270	plant_bigtree_01.ldr
82810	0	121930	100	0	plant_bigtree_01.ldr
36110	5664	38730	100	90	plant_bigtree_01.ldr
88430	9680	115970	100	90	plant_bigtree_01.ldr
114570	0	130430	100	180	plant_bigtree_01.ldr
160570	5200	98750	100	270	plant_bigtree_01.ldr
87690	960	67610	100	-270	plant_bigtree_01.ldr
77750	960	152830	100	-180	plant_bigtree_01.ldr
110450	960	28450	100	-270	plant_bigtree_01.ldr
82090	9808	117870	100	-90	plant_bigtree_01.ldr
50890	1992	61230	100	-90	plant_bigtree_01.ldr
155950	960	3690	100	-90	plant_bigtree_01.ldr
97330	0	121390	100	0	plant_bigtree_01.ldr
73530	960	156590	100	180	plant_bigtree_01.ldr
18130	8192	134730	100	90	plant_bigtree_01.ldr
105350	4768	145950	100	0	plant_bigtree_01.ldr
116770	960	14870	100	0	plant_bigtree_01.ldr
97250	960	66350	100	0	plant_bigtree_01.ldr
37410	4448	18070	100	180	plant_bigtree_01.ldr
73790	6360	115190	100	0	plant_bigtree_01.ldr
29590	5240	32270	100	-90	plant_bigtree_01.ldr
84070	0	123090	100	90	plant_bigtree_01.ldr
42310	1984	57930	100	90	plant_bigtree_01.ldr
111010	0	132930	100	270	plant_bigtree_01.ldr
31970	5432	136250	100	-90	plant_bigtree_01.ldr
76550	6080	113310	100	-90	plant_bigtree_01.ldr
96910	0	119370	100	0	plant_bigtree_01.ldr
77090	2176	143410	100	-180	plant_bigtree_01.ldr
44310	1392	131650	100	-90	plant_bigtree_01.ldr
39010	4112	16430	100	0	plant_bigtree_01.ldr
94030	0	128670	100	-90	plant_bigtree_01.ldr
140030	2072	107570	100	-90	plant_bigtree_01.ldr
61510	3680	40130	100	90	plant_bigtree_01.ldr
161370	2816	120810	100	180	plant_bigtree_01.ldr
64910	6712	122290	100	0	plant_bigtree_01.ldr
111890	3864	153090	100	90	plant_bigtree_01.ldr
28450	960	56390	100	-270	plant_bigtree_01.ldr
31970	6528	144730	100	0	plant_bigtree_01.ldr
111230	7400	112110	100	0	plant_bigtree_01.ldr
159490	5192	99930	100	0	plant_bigtree_01.ldr
24630	7928	137290	100	90	plant_bigtree_01.ldr
81310	8608	115430	100	180	plant_bigtree_01.ldr
34170	5992	149810	100	90	plant_bigtree_01.ldr
48950	960	68750	100	180	plant_bigtree_01.ldr
116530	5048	149870	100	180	plant_bigtree_01.ldr
109930	960	78130	100	0	plant_bigtree_01.ldr
14630	7536	130190	100	0	plant_bigtree_01.ldr
34910	2008	125130	100	270	plant_bigtree_01.ldr
950	3616	118490	100	-360	plant_bigtree_01.ldr
27070	4040	24250	100	-90	plant_bigtree_01.ldr
114770	0	130070	100	180	plant_bigtree_01.ldr
130110	7240	129030	100	-180	plant_bigtree_01.ldr
116090	960	68010	100	270	plant_bigtree_01.ldr
62250	4392	116830	100	270	plant_bigtree_01.ldr
13970	1888	25010	100	180	plant_bigtree_01.ldr
121270	9600	121590	100	-90	plant_bigtree_01.ldr
25130	7384	132330	100	-360	plant_bigtree_01.ldr
101450	0	127450	100	0	plant_bigtree_01.ldr
32810	4952	133990	100	270	plant_bigtree_01.ldr
67930	4728	114250	100	270	plant_bigtree_01.ldr
54610	1680	131090	100	90	plant_bigtree_01.ldr
114550	2184	100510	100	-270	plant_bigtree_01.ldr
50770	4160	42230	100	90	plant_bigtree_01.ldr
3610	4720	122970	100	0	plant_bigtree_01.ldr
98910	0	125550	100	180	plant_bigtree_01.ldr
91370	0	121670	100	180	plant_bigtree_01.ldr
121870	960	24970	100	-270	plant_bigtree_01.ldr
153690	960	15570	100	90	plant_bigtree_01.ldr
75750	1376	55790	100	-270	plant_bigtree_01.ldr
59870	4704	124330	100	-90	plant_bigtree_01.ldr
33890	6088	150210	100	90	plant_bigtree_01.ldr
153830	4672	108190	100	-270	plant_bigtree_01.ldr
108190	1536	96050	100	180	plant_bigtree_01.ldr
35890	960	100150	100	180	plant_bigtree_01.ldr
97290	0	122850	100	0	plant_bigtree_01.ldr
116990	960	94330	100	90	plant_bigtree_01.ldr
110830	0	132590	100	0	plant_bigtree_01.ldr
27170	3240	122790	100	0	plant_bigtree_01.ldr
161470	960	56010	100	180	plant_bigtree_01.ldr
120670	9064	136490	100	90	plant_bigtree_01.ldr
8370	960	55410	100	90	plant_bigtree_01.ldr
46330	6064	26750	100	0	plant_bigtree_01.ldr
31330	6736	147430	100	270	plant_bigtree_01.ldr
107550	1656	160750	100	0	plant_bigtree_01.ldr
130690	5776	137770	100	-270	plant_bigtree_01.ldr
